,gameID,playerID,decision,savePercentage,PPSave%,evenSave%,play_id,strength,gameWinningGoal,emptyNet,PKSavePercentage
33372,2002020486.0,8459463.0,W,94.11764706,83.33333333,100.0,2013020330_115,Even,False,False,0.0
23901,2008020733.0,8473972.0,W,91.89189189,87.5,96.42857143,2014020705_305,Even,False,False,0.0
23930,2008020541.0,8470594.0,L,87.5,84.61538462,92.30769231,2014020714_94,Even,False,False,0.0
33405,2002020589.0,8459140.0,L,77.77777778,66.66666667,92.30769231,2013020428_51,Power Play,False,False,0.0
33365,2002021077.0,8455710.0,L,80.0,100.0,83.33333333,2013020331_40,Power Play,False,False,0.0
6665,2017020378.0,8471679.0,W,96.42857143,100.0,100.0,2015020150_168,Power Play,False,False,0.0
46479,2019020194.0,8479496.0,W,86.11111111,100.0,90.625,2011020367_36,Even,True,False,0.0
55071,2018020983.0,8468011.0,L,88.57142857,75.0,93.33333333,2009021150_14,Even,False,True,0.0
55072,2018020985.0,8476343.0,L,83.78378378,100.0,85.71428571,2009020934_2,Even,False,False,0.0
46483,2019020194.0,8479496.0,W,86.11111111,100.0,90.625,2010020969_118,Even,True,False,0.0
28669,2006020874.0,8467511.0,W,93.02325581,93.75,96.15384615,2012020496_220,Even,False,False,0.0
64,2015020619.0,8473541.0,L,77.41935484,100.0,76.92307692,2017020731_204,Even,False,False,0.0
6722,2017020516.0,8474152.0,L,77.77777778,62.5,85.18518519,2017020861_228,Even,False,False,0.0
6663,2016020065.0,8471418.0,L,86.20689655,100.0,87.5,2015020150_147,Even,True,False,0.0
6691,2017020032.0,8471695.0,L,86.36363636,100.0,90.0,2016021006_228,Even,False,False,0.0
28267,2006020325.0,8448382.0,L,84.61538462,60.0,95.0,2013020299_159,Power Play,True,False,0.0
33325,2002021036.0,8455710.0,L,85.0,100.0,86.66666667,2013020162_61,Power Play,False,False,0.0
33324,2002021036.0,8469636.0,W,92.0,100.0,95.23809524,2013020776_293,Power Play,False,False,0.0
5606,2015020154.0,8471239.0,W,92.30769231,80.0,100.0,2017020867_179,Even,False,False,0.0
55045,2018020977.0,8466141.0,L,90.0,85.71428571,95.45454545,2009020913_9,Even,False,False,0.0
10001,2014020797.0,8470140.0,W,93.18181818,100.0,94.11764706,2016020270_68,Power Play,False,False,0.0
55086,2018020985.0,8476343.0,L,83.78378378,100.0,85.71428571,2009021123_15,Even,False,False,0.0
28727,2006020010.0,8458988.0,W,93.5483871,100.0,95.23809524,2012020697_189,Even,True,False,0.0
33302,2002020961.0,8458584.0,L,83.33333333,88.88888889,85.71428571,2012020329_280,Even,False,False,0.0
50059,2019021024.0,8475622.0,L,91.42857143,66.66666667,96.77419355,2011020748_61,Even,True,False,0.0
33295,2002020245.0,8469636.0,L,66.66666667,66.66666667,72.72727273,2012020110_187,Even,True,False,0.0
24014,2008020575.0,8460705.0,W,87.5,100.0,90.90909091,2014020699_220,Even,False,False,0.0
46663,2019020239.0,8476899.0,W,86.95652174,100.0,90.47619048,2011020901_216,Power Play,False,False,0.0
24236,2008020794.0,8470860.0,L,85.36585366,75.0,91.42857143,2014020043_231,Even,False,False,0.0
33064,2002020301.0,8460535.0,L,77.41935484,57.14285714,86.95652174,2012020711_66,Even,False,False,0.0
32858,2002020207.0,8469463.0,L,76.0,100.0,76.19047619,2013020949_137,Even,False,False,0.0
6455,2015021225.0,8476999.0,W,87.5,100.0,89.47368421,2017020167_274,Even,False,False,0.0
9704,2014020033.0,8468685.0,L,75.0,60.0,83.33333333,2016020245_284,Power Play,False,False,0.0
28852,2006020959.0,8468685.0,L,90.90909091,66.66666667,100.0,2012020707_178,Power Play,False,False,0.0
32894,2002021044.0,8451837.0,L,60.0,50.0,71.42857143,2013020607_226,Short Handed,False,False,0.0
9700,2014020222.0,8470594.0,L,85.71428571,91.66666667,86.36363636,2016020245_61,Even,False,False,0.0
24460,2008021229.0,8462047.0,L,87.09677419,85.71428571,91.30434783,2014021151_53,Even,True,False,0.0
46798,2019020271.0,8475195.0,L,78.94736842,50.0,87.5,2010020425_264,Even,False,False,0.0
54980,2018020965.0,8471469.0,W,92.59259259,50.0,100.0,2009020941_13,Even,False,False,0.0
114,2016020119.0,8470140.0,L,73.33333333,50.0,83.33333333,2015020981_203,Even,False,False,0.0
6825,2015020417.0,8477237.0,L,86.95652174,100.0,90.47619048,2017020179_321,Even,False,False,0.0
32874,2002021034.0,8459579.0,W,88.0,50.0,95.45454545,2012020409_187,Even,False,False,0.0
28875,2006021164.0,8462052.0,L,88.0,100.0,90.0,2013020175_79,Even,False,False,0.0
1363,2015021035.0,8475195.0,L,85.71428571,100.0,90.90909091,2016020360_16,Even,False,False,0.0
24494,2008021107.0,8466141.0,L,87.5,77.77777778,95.45454545,2014020080_32,Power Play,False,False,0.0
49917,2019020993.0,8471239.0,L,90.0,100.0,91.66666667,2011021114_267,Power Play,False,False,0.0
46687,2019020239.0,8476899.0,W,86.95652174,100.0,90.47619048,2011021011_222,Even,False,False,0.0
49896,2019020993.0,8471239.0,L,90.0,100.0,91.66666667,2011020815_276,Even,True,False,0.0
10091,2014021115.0,8471469.0,W,89.28571429,100.0,91.30434783,2016020893_325,Even,True,False,0.0
24528,2008020572.0,8473461.0,L,81.48148148,55.55555556,100.0,2014021102_48,Even,False,False,0.0
28896,2006020537.0,8470140.0,W,96.0,100.0,100.0,2013021217_279,Even,True,False,0.0
46174,2019020124.0,8468685.0,L,93.02325581,88.88888889,96.96969697,2010021153_189,Even,False,False,0.0
50097,2019021038.0,8473575.0,L,86.20689655,100.0,85.71428571,2010021171_326,Even,False,False,0.0
46803,2019020271.0,8475195.0,L,78.94736842,50.0,87.5,2011020399_217,Even,False,False,0.0
23634,2008020579.0,8462147.0,L,85.71428571,75.0,91.30434783,2014020984_233,Power Play,False,False,0.0
1345,2017021074.0,8474636.0,L,80.0,100.0,87.5,2015020588_271,Power Play,False,False,0.0
46168,2019020122.0,8479496.0,L,85.71428571,90.0,88.23529412,2010021146_166,Short Handed,False,False,0.0
28925,2006021078.0,8447687.0,L,92.10526316,100.0,90.47619048,2012020655_83,Even,False,False,0.0
24549,2008021111.0,8468011.0,W,91.66666667,90.90909091,95.83333333,2014020221_16,Even,True,False,0.0
55266,2018021030.0,8474593.0,W,93.33333333,100.0,96.2962963,2009020458_9,Even,False,False,0.0
6425,2015020371.0,8471695.0,L,94.44444444,100.0,96.42857143,2017020202_24,Even,False,False,0.0
46184,2019020124.0,8468685.0,L,93.02325581,88.88888889,96.96969697,2010020779_339,Even,False,True,0.0
32927,2002020692.0,8458266.0,W,94.73684211,100.0,100.0,2013020945_84,Even,True,False,0.0
28110,2007020231.0,8459308.0,L,90.0,50.0,100.0,2012020651_369,Power Play,False,False,0.0
28358,2006020514.0,8462255.0,W,91.30434783,90.0,100.0,2012020546_123,Even,True,False,0.0
6761,2016020207.0,8473461.0,L,73.91304348,50.0,83.33333333,2015020183_254,Even,False,False,0.0
24286,2008020616.0,8462161.0,L,85.71428571,84.61538462,90.47619048,2014020255_77,Even,False,False,0.0
46271,2019020150.0,8471774.0,L,80.95238095,100.0,83.33333333,2010020367_6,Even,False,False,0.0
24288,2008020561.0,8467391.0,L,91.89189189,80.0,96.77419355,2014020255_95,Power Play,False,False,0.0
33025,2002020016.0,8460715.0,L,75.0,80.0,78.57142857,2012020343_22,Even,True,False,0.0
10286,2014020423.0,8471239.0,L,91.42857143,92.30769231,95.23809524,2015021018_345,Even,False,False,0.0
50004,2019021011.0,8468685.0,L,80.76923077,70.0,93.33333333,2010020792_34,Power Play,False,False,0.0
24303,2008020121.0,8468685.0,W,93.33333333,100.0,94.73684211,2014020438_84,Power Play,False,False,0.0
1597,2016021195.0,8471239.0,L,75.0,66.66666667,80.95238095,2016020139_299,Even,False,True,0.0
9759,2014020107.0,8473541.0,L,84.0,80.0,89.47368421,2017020536_313,Even,False,False,0.0
23821,2008021124.0,8462152.0,W,88.88888889,100.0,91.66666667,2014020787_156,Even,True,False,0.0
28165,2007020271.0,8455710.0,L,96.15384615,100.0,100.0,2012020018_68,Even,False,False,0.0
5658,2017021036.0,8470657.0,L,87.5,100.0,88.0,2015020162_15,Even,False,False,0.0
46242,2019020138.0,8476434.0,L,78.94736842,75.0,85.71428571,2011020010_143,Even,True,False,0.0
9750,2014020376.0,8471306.0,L,90.32258065,100.0,92.30769231,2016020709_25,Power Play,False,False,0.0
27761,2007020915.0,8460612.0,L,83.33333333,50.0,93.33333333,2013021036_262,Power Play,True,False,0.0
24342,2008020089.0,8460705.0,W,79.31034483,60.0,86.95652174,2014020653_53,Even,True,False,0.0
24359,2008020703.0,8458568.0,L,86.95652174,66.66666667,94.73684211,2014020378_322,Even,False,False,0.0
33520,2003020433.0,8459579.0,L,90.32258065,100.0,91.66666667,2013020386_144,Even,False,False,0.0
10336,2014020328.0,8470594.0,W,88.88888889,100.0,88.88888889,2015020916_162,Even,False,False,0.0
10347,2014020046.0,8476839.0,L,72.72727273,100.0,75.0,2017021054_193,Even,True,False,0.0
46220,2019020138.0,8476434.0,L,78.94736842,75.0,85.71428571,2010021074_208,Even,False,False,0.0
46202,2019020129.0,8475883.0,L,89.47368421,88.88888889,92.85714286,2011020304_30,Even,False,False,0.0
49992,2019021011.0,8468685.0,L,80.76923077,70.0,93.33333333,2011021055_255,Even,True,False,0.0
54993,2018020965.0,8471469.0,W,92.59259259,50.0,100.0,2009020412_6,Even,True,False,0.0
32945,2002020044.0,8460704.0,W,94.11764706,90.90909091,100.0,2013020953_181,Power Play,False,False,0.0
28114,2007020084.0,8473404.0,L,89.65517241,90.0,94.44444444,2013020727_28,Even,False,False,0.0
46194,2019020129.0,8475883.0,L,89.47368421,88.88888889,92.85714286,2010020410_253,Even,False,False,0.0
28348,2006020535.0,8468011.0,W,88.46153846,100.0,90.0,2013020773_20,Power Play,False,False,0.0
24334,2008020619.0,8470140.0,L,74.07407407,100.0,70.0,2014020891_199,Even,False,False,0.0
48885,2019020755.0,8470860.0,L,81.81818182,100.0,82.35294118,2011021024_213,Even,False,False,0.0
9216,2014020542.0,8470880.0,L,93.61702128,100.0,94.59459459,2017020942_351,Even,False,False,0.0
26574,2007020170.0,8459140.0,W,82.60869565,66.66666667,89.47368421,2014020136_130,Even,False,False,0.0
49050,2019020787.0,8477405.0,L,88.88888889,100.0,88.88888889,2010020496_176,Even,True,False,0.0
6230,2016020080.0,8476434.0,W,89.47368421,100.0,93.33333333,2017020658_91,Even,False,False,0.0
48524,2019020669.0,8473541.0,W,88.46153846,85.71428571,94.44444444,2011020416_73,Even,False,False,0.0
30534,2006020824.0,8468481.0,L,94.59459459,100.0,96.42857143,2013020999_89,Power Play,False,False,0.0
48498,2019020669.0,8473541.0,W,88.46153846,85.71428571,94.44444444,2011021034_280,Even,False,False,0.0
8121,2014020671.0,8474550.0,L,82.60869565,100.0,84.21052632,2016020185_265,Even,False,False,0.0
30562,2006020335.0,8466290.0,L,84.61538462,83.33333333,89.47368421,2012020398_260,Even,False,False,0.0
26522,2007021083.0,8466141.0,W,92.10526316,80.0,96.875,2014020859_308,Even,False,False,0.0
689,2015021096.0,8474152.0,L,73.33333333,50.0,83.33333333,2016020966_32,Even,False,False,0.0
48478,2019020660.0,8471679.0,L,88.88888889,100.0,91.66666667,2010021039_132,Power Play,False,False,0.0
29804,2006021023.0,8467453.0,W,86.36363636,0.0,95.0,2012020391_93,Even,True,False,0.0
48469,2019020660.0,8471679.0,L,88.88888889,100.0,91.66666667,2010020157_261,Even,False,False,0.0
8154,2014020716.0,8475852.0,L,66.66666667,50.0,75.0,2016021095_285,Even,False,True,0.0
27183,2007021157.0,8470584.0,L,89.65517241,100.0,91.66666667,2014020157_143,Power Play,False,False,0.0
27188,2007020826.0,8468524.0,L,93.93939394,80.0,100.0,2014020657_149,Even,False,False,0.0
49049,2019020787.0,8478492.0,W,89.28571429,0.0,96.15384615,2010020496_153,Power Play,False,False,0.0
49036,2019020787.0,8477405.0,L,88.88888889,100.0,88.88888889,2011020743_51,Even,False,False,0.0
26633,2007021209.0,8466303.0,W,91.30434783,100.0,95.0,2014020452_87,Power Play,False,False,0.0
6216,2015021186.0,8469608.0,L,80.76923077,66.66666667,89.47368421,2017020172_291,Power Play,False,False,0.0
30442,2006020674.0,8445386.0,W,82.35294118,50.0,92.85714286,2013020571_351,Even,False,False,0.0
56228,2018021256.0,8475789.0,L,87.5,100.0,90.0,2009020645_4,Even,False,False,0.0
50551,2019030153.0,8470645.0,L,92.30769231,100.0,95.0,2010021029_59,Even,False,False,0.0
6202,2016020402.0,8470140.0,W,94.44444444,100.0,96.875,2015020699_279,Even,False,False,0.0
30471,2006020512.0,8462047.0,W,93.5483871,87.5,100.0,2012020245_210,Even,False,False,0.0
27133,2007020556.0,8460703.0,L,89.18918919,92.30769231,91.30434783,2014021143_51,Even,False,False,0.0
8083,2014021055.0,8471695.0,L,83.87096774,100.0,84.61538462,2015020189_225,Even,False,False,0.0
26593,2007020220.0,8460705.0,L,75.0,100.0,75.0,2014020007_340,Power Play,False,False,0.0
656,2015020681.0,8471774.0,L,82.35294118,0.0,93.33333333,2015020909_39,Even,False,False,0.0
48542,2019020675.0,8475883.0,L,89.28571429,100.0,92.0,2011020640_278,Even,True,False,0.0
30510,2006020120.0,8469658.0,L,88.0,100.0,87.5,2013020300_294,Even,False,True,0.0
8098,2014020307.0,8471227.0,W,93.02325581,90.0,96.875,2015020499_80,Even,False,False,0.0
49035,2019020787.0,8478492.0,W,89.28571429,0.0,96.15384615,2011020166_123,Even,False,False,0.0
6215,2015020015.0,8471306.0,L,91.42857143,66.66666667,96.77419355,2017020172_286,Even,False,False,0.0
26577,2007020938.0,8467913.0,W,89.28571429,85.71428571,95.0,2014020136_202,Even,False,False,0.0
6231,2015020081.0,8469608.0,L,88.0,100.0,90.0,2016020405_117,Even,False,False,0.0
49071,2019020797.0,8471750.0,W,93.5483871,100.0,96.15384615,2010020286_184,Even,False,False,0.0
30643,2006020457.0,8467511.0,L,73.07692308,75.0,76.92307692,2012020643_175,Even,False,False,0.0
50592,2019030175.0,8475660.0,L,93.75,100.0,96.66666667,2010020967_26,Even,False,False,0.0
56295,2018030111.0,8476883.0,L,84.61538462,50.0,91.30434783,2009020538_5,Even,False,False,0.0
7606,2017020135.0,8476861.0,W,93.5483871,100.0,96.0,2016020351_173,Even,False,False,0.0
49138,2019020811.0,8473541.0,L,93.33333333,100.0,96.42857143,2011020959_88,Even,False,False,0.0
5987,2015020315.0,8474550.0,L,68.75,100.0,69.23076923,2017020990_53,Even,False,False,0.0
30932,2002020171.0,8462044.0,L,76.47058824,50.0,91.66666667,2013020205_287,Even,False,False,0.0
5986,2015020315.0,8467950.0,W,89.18918919,100.0,90.625,2017020990_8,Even,False,False,0.0
48186,2019020595.0,8476904.0,W,89.74358974,100.0,91.66666667,2010020498_208,Power Play,False,False,0.0
30979,2002020249.0,8451033.0,L,81.81818182,33.33333333,94.44444444,2013020025_32,Even,False,False,0.0
49146,2019020811.0,8473541.0,L,93.33333333,100.0,96.42857143,2010020459_138,Even,False,False,0.0
56304,2018030111.0,8475683.0,W,89.65517241,100.0,92.30769231,2009020905_4,Even,False,False,0.0
55832,2018021162.0,8470657.0,W,93.33333333,100.0,96.15384615,2009021021_18,Power Play,False,False,0.0
48126,2019020580.0,8470594.0,L,81.57894737,66.66666667,87.09677419,2010020294_332,Even,True,False,0.0
55829,2018021160.0,8471418.0,L,90.0,50.0,96.2962963,2009021021_10,Power Play,False,False,0.0
48097,2019020580.0,8470594.0,L,81.57894737,66.66666667,87.09677419,2011020548_57,Even,False,False,0.0
31022,2002020715.0,8462255.0,W,92.30769231,71.42857143,100.0,2012020530_288,Even,False,False,0.0
8356,2014020250.0,8475883.0,L,91.89189189,75.0,100.0,2016021139_208,Even,False,False,0.0
56294,2018030111.0,8475683.0,W,89.65517241,100.0,92.30769231,2009020538_4,Even,False,False,0.0
26273,2007020077.0,8473541.0,L,86.66666667,100.0,87.5,2014020567_322,Even,False,False,0.0
27288,2007020426.0,8473972.0,L,87.87878788,93.33333333,88.23529412,2014020513_92,Power Play,False,False,0.0
30664,2006020532.0,8460535.0,W,89.47368421,100.0,93.33333333,2013020645_102,Even,False,False,0.0
49101,2019020797.0,8471750.0,W,93.5483871,100.0,96.15384615,2010020283_68,Even,False,False,0.0
50600,2019030175.0,8475660.0,L,93.75,100.0,96.66666667,2010021015_72,Even,False,False,0.0
26361,2007020867.0,8466303.0,W,90.0,100.0,92.85714286,2014020279_285,Even,True,False,0.0
376,2015020768.0,8475839.0,L,87.5,100.0,88.23529412,2017020020_289,Even,False,False,0.0
744,2015020175.0,8477237.0,L,92.59259259,100.0,95.23809524,2016020603_256,Power Play,False,False,0.0
26322,2007021216.0,8468550.0,W,93.75,100.0,96.15384615,2014020455_268,Even,False,False,0.0
29646,2006021093.0,8468166.0,L,86.36363636,100.0,94.44444444,2012020366_117,Even,False,False,0.0
8252,2014020906.0,8474651.0,L,84.61538462,90.0,86.66666667,2016020958_44,Even,False,False,0.0
371,2015020170.0,8471734.0,L,84.61538462,100.0,87.5,2017020020_144,Short Handed,False,False,0.0
7637,2017020027.0,8469608.0,W,89.28571429,87.5,94.73684211,2016020860_38,Power Play,False,False,0.0
7625,2017020750.0,8477237.0,L,93.18181818,0.0,97.61904762,2016021103_137,Even,False,False,0.0
26287,2007020182.0,8462117.0,L,85.71428571,100.0,87.5,2014020329_76,Even,False,False,0.0
26281,2007020370.0,8460705.0,W,90.0,75.0,100.0,2014021101_190,Even,False,False,0.0
30438,2006020821.0,8464999.0,L,84.61538462,100.0,86.36363636,2013020571_136,Even,False,False,0.0
56221,2018021256.0,8475789.0,L,87.5,100.0,90.0,2009020288_1,Even,False,False,0.0
27752,2007020700.0,8468011.0,W,95.83333333,100.0,100.0,2012020387_127,Power Play,True,False,0.0
48804,2019020735.0,8477424.0,L,85.18518519,66.66666667,91.30434783,2010020495_22,Power Play,False,False,0.0
7811,2016021044.0,8475660.0,W,88.88888889,66.66666667,96.55172414,2016020661_348,Even,True,False,0.0
30177,2006021092.0,8466303.0,W,87.5,100.0,90.90909091,2013020298_318,Power Play,False,True,0.0
48903,2019020760.0,8475683.0,W,87.87878788,75.0,95.83333333,2010020059_103,Power Play,False,False,0.0
26816,2007020765.0,8469152.0,L,80.0,88.88888889,80.0,2014020328_352,Even,True,False,0.0
6165,2017020328.0,8470645.0,L,92.10526316,90.0,96.2962963,2017020348_324,Even,False,True,0.0
56169,2018021243.0,8475883.0,L,92.85714286,100.0,96.15384615,2009021076_8,Power Play,True,False,0.0
26813,2007021062.0,8466141.0,L,78.94736842,83.33333333,83.33333333,2014020328_174,Even,False,False,0.0
7871,2017020892.0,8473541.0,L,80.0,75.0,86.66666667,2017021263_355,Even,True,False,0.0
30219,2006020093.0,8469675.0,L,94.44444444,100.0,95.83333333,2013020808_136,Even,False,False,0.0
540,2016020586.0,8471239.0,L,40.0,66.66666667,0.0,2016020759_30,Even,False,False,0.0
30225,2006020889.0,8473404.0,L,80.76923077,90.90909091,78.57142857,2013020094_200,Even,True,False,0.0
26779,2007020489.0,8462047.0,L,92.85714286,100.0,94.59459459,2014020549_292,Even,False,True,0.0
7802,2015020381.0,8469608.0,L,85.18518519,100.0,88.0,2016020661_167,Even,False,False,0.0
7895,2015020618.0,8470320.0,W,87.5,100.0,90.90909091,2017020869_213,Even,False,False,0.0
546,2017020823.0,8471469.0,L,93.75,100.0,96.15384615,2017020164_220,Even,True,False,0.0
50489,2019030141.0,8471695.0,W,89.28571429,100.0,91.30434783,2011020324_33,Even,False,False,0.0
48893,2019020755.0,8470860.0,L,81.81818182,100.0,82.35294118,2011020160_53,Power Play,False,False,0.0
8064,2014020700.0,8471418.0,W,93.33333333,100.0,96.2962963,2015020250_287,Power Play,False,False,0.0
7865,2017020106.0,8475852.0,L,90.24390244,81.81818182,96.55172414,2015020041_258,Even,False,False,0.0
56161,2018021239.0,8468685.0,L,87.09677419,77.77777778,95.23809524,2009020924_2,Short Handed,False,False,0.0
509,2016020699.0,8471227.0,W,89.65517241,66.66666667,96.0,2017021010_127,Even,False,False,0.0
50471,2019030151.0,8475215.0,W,95.0,100.0,100.0,2011020490_58,Even,False,False,0.0
56155,2018021239.0,8468685.0,L,87.09677419,77.77777778,95.23809524,2009020299_18,Even,False,False,0.0
26951,2007020731.0,8460806.0,L,81.81818182,83.33333333,86.66666667,2014020518_289,Even,False,False,0.0
48863,2019020745.0,8477293.0,L,66.66666667,66.66666667,71.42857143,2010021133_192,Even,False,False,0.0
7851,2016020125.0,8470320.0,L,85.71428571,66.66666667,91.66666667,2015021105_97,Even,False,False,0.0
515,2015021087.0,8473541.0,W,92.0,100.0,94.44444444,2017021010_305,Even,False,False,0.0
50477,2019030151.0,8475215.0,W,95.0,100.0,100.0,2011021156_109,Short Handed,False,False,0.0
26929,2007021117.0,8468550.0,L,86.11111111,92.30769231,86.36363636,2014020240_72,Even,False,False,0.0
7853,2017020230.0,8469608.0,L,76.19047619,50.0,87.5,2015021105_148,Even,False,False,0.0
50479,2019030141.0,8471695.0,W,89.28571429,100.0,91.30434783,2011021156_127,Even,False,False,0.0
48834,2019020745.0,8477293.0,L,66.66666667,66.66666667,71.42857143,2011021169_302,Even,False,False,0.0
7864,2017020106.0,8474651.0,W,91.89189189,91.66666667,95.83333333,2015020041_254,Even,True,False,0.0
26905,2007020717.0,8462044.0,L,84.61538462,50.0,91.30434783,2014020566_278,Even,False,False,0.0
48907,2019020760.0,8475683.0,W,87.87878788,75.0,95.83333333,2011021071_109,Power Play,True,False,0.0
26765,2007020480.0,8467511.0,L,91.89189189,85.71428571,96.55172414,2014020923_159,Power Play,False,False,0.0
56178,2018021248.0,8470880.0,L,20.0,0.0,33.33333333,2009020722_15,Even,False,False,0.0
48776,2019020735.0,8477424.0,L,85.18518519,66.66666667,91.30434783,2010020385_271,Power Play,False,False,0.0
30345,2006020965.0,8448382.0,L,86.20689655,66.66666667,95.45454545,2013020618_141,Even,False,False,0.0
50531,2019030182.0,8476412.0,L,84.0,50.0,95.0,2010020325_193,Power Play,False,False,0.0
583,2016020728.0,8476899.0,L,89.18918919,90.0,92.30769231,2017021081_289,Even,False,False,0.0
56203,2018021248.0,8470880.0,L,20.0,0.0,33.33333333,2009020773_1,Even,False,False,0.0
48998,2019020776.0,8474651.0,L,79.16666667,75.0,84.21052632,2011020293_39,Even,True,False,0.0
48659,2019020707.0,8474636.0,L,76.47058824,66.66666667,84.61538462,2011020834_143,Power Play,False,False,0.0
26687,2007021176.0,8459308.0,L,78.94736842,100.0,86.66666667,2014020443_189,Even,False,False,0.0
7730,2017020052.0,8474596.0,L,86.84210526,90.90909091,88.46153846,2015020584_338,Even,True,False,0.0
8011,2017021251.0,8471734.0,W,85.18518519,100.0,86.95652174,2015020778_122,Power Play,False,False,0.0
8021,2015020062.0,8474596.0,W,91.17647059,100.0,92.85714286,2017020140_53,Even,False,False,0.0
8044,2015020289.0,8475852.0,W,94.59459459,100.0,96.96969697,2016020952_201,Even,False,False,0.0
27120,2007020056.0,8462152.0,L,78.26086957,33.33333333,89.47368421,2014020824_70,Power Play,False,False,0.0
50543,2019030153.0,8470645.0,L,92.30769231,100.0,95.0,2011020245_178,Even,False,False,0.0
27126,2007020349.0,8455710.0,W,90.47619048,100.0,92.30769231,2014020953_303,Power Play,True,False,0.0
26651,2007020761.0,8462161.0,L,90.0,80.0,96.55172414,2014020445_210,Even,False,False,0.0
30330,2006020411.0,8470594.0,L,90.90909091,85.71428571,100.0,2013020629_250,Even,False,False,0.0
26734,2007020930.0,8468481.0,L,90.47619048,88.88888889,93.75,2014020899_51,Even,False,False,0.0
48984,2019020773.0,8477180.0,W,92.85714286,66.66666667,100.0,2010020740_16,Power Play,False,False,0.0
30286,2006020644.0,8447687.0,W,88.0,85.71428571,94.11764706,2013020635_132,Power Play,False,False,0.0
50505,2019030172.0,8471750.0,W,84.61538462,83.33333333,89.47368421,2011020676_189,Even,True,False,0.0
29977,2006020355.0,8466303.0,L,76.92307692,100.0,75.0,2013020139_307,Even,True,False,0.0
7919,2017020571.0,8470880.0,L,88.88888889,100.0,89.47368421,2017020314_121,Power Play,False,False,0.0
50513,2019030172.0,8471750.0,W,84.61538462,83.33333333,89.47368421,2010020881_104,Power Play,False,False,0.0
29951,2006020778.0,8448382.0,W,93.33333333,87.5,100.0,2012020462_157,Even,False,False,0.0
48972,2019020773.0,8477180.0,W,92.85714286,66.66666667,100.0,2010020190_158,Even,False,False,0.0
565,2016020458.0,8473434.0,L,86.20689655,50.0,92.30769231,2017020952_278,Even,True,False,0.0
29924,2006021038.0,8462047.0,L,83.33333333,100.0,83.33333333,2013020798_281,Power Play,False,False,0.0
7931,2017020143.0,8473607.0,L,82.14285714,75.0,86.95652174,2016021211_330,Even,True,False,0.0
48975,2019020769.0,8478406.0,W,92.10526316,66.66666667,100.0,2010020190_264,Even,False,False,0.0
50520,2019030182.0,8476412.0,L,84.0,50.0,95.0,2010020795_178,Power Play,False,False,0.0
56194,2018021243.0,8475883.0,L,92.85714286,100.0,96.15384615,2009021049_1,Even,True,False,0.0
27076,2007020704.0,8467391.0,L,83.33333333,100.0,81.81818182,2014020858_233,Even,False,False,0.0
48672,2019020707.0,8474636.0,L,76.47058824,66.66666667,84.61538462,2011020192_118,Even,False,False,0.0
26124,2007020872.0,8460612.0,L,84.61538462,83.33333333,89.47368421,2014020652_326,Even,False,True,0.0
8476,2014021005.0,8477202.0,W,93.10344828,90.0,100.0,2015020549_248,Even,False,False,0.0
56305,2018030111.0,8476883.0,L,84.61538462,50.0,91.30434783,2009020905_5,Even,False,False,0.0
49338,2019020859.0,8471227.0,L,90.90909091,83.33333333,96.15384615,2010020588_77,Power Play,False,False,0.0
49348,2019020859.0,8471227.0,L,90.90909091,83.33333333,96.15384615,2011020952_143,Even,False,False,0.0
55599,2018021107.0,8476945.0,W,96.42857143,100.0,100.0,2009020226_11,Even,False,False,0.0
47531,2019020438.0,8475215.0,W,92.5,100.0,93.10344828,2010020993_291,Even,False,False,0.0
7327,2015021071.0,8475681.0,L,88.63636364,100.0,94.73684211,2017021097_333,Even,False,False,0.0
31839,2002020214.0,8460612.0,L,88.0,83.33333333,94.44444444,2012020062_281,Even,False,False,0.0
50854,2018020004.0,8476434.0,W,93.93939394,100.0,96.77419355,2010021219_193,Power Play,False,False,0.0
29334,2006020726.0,8468550.0,W,93.33333333,100.0,93.33333333,2013020176_283,Even,True,False,0.0
25444,2008020028.0,8467391.0,L,92.68292683,100.0,93.33333333,2014020155_187,Power Play,False,False,0.0
7284,2017020422.0,8473575.0,L,91.17647059,100.0,91.66666667,2015021022_314,Even,False,False,0.0
29313,2006020420.0,8448535.0,L,82.35294118,100.0,70.58823529,2013021095_23,Even,False,False,0.0
55574,2018021107.0,8476945.0,W,96.42857143,100.0,100.0,2009020357_5,Even,False,False,0.0
47513,2019020438.0,8475215.0,W,92.5,100.0,93.10344828,2010020960_133,Even,False,False,0.0
47505,2019020434.0,8475883.0,L,93.10344828,75.0,100.0,2010020882_88,Even,False,False,0.0
31934,2002020753.0,8468651.0,L,86.36363636,100.0,88.88888889,2013020070_108,Power Play,False,False,0.0
25385,2008020809.0,8471679.0,L,74.07407407,50.0,85.0,2014021185_257,Even,False,False,0.0
7384,2017020998.0,8467950.0,W,86.20689655,75.0,91.66666667,2016020239_36,Even,False,False,0.0
25529,2008020126.0,8468540.0,L,90.625,83.33333333,96.0,2014021046_298,Even,False,False,0.0
27329,2007020905.0,8462047.0,L,94.28571429,100.0,96.55172414,2014021087_315,Even,False,False,0.0
50845,2018020004.0,8476434.0,W,93.93939394,100.0,96.77419355,2011020354_72,Even,False,False,0.0
